anio,source_file,entity_name,entity_normalized_name
2023,seguros-en-cifra-2023.xlsx,1  C.A Inversora Primaban Financiadora de Primas,1 c a inversora primaban financiadora de primas
2023,seguros-en-cifra-2023.xlsx,"2  Conficrédito Financiadora de Primas, C.A. 1/",2 conficredito financiadora de primas c a 1
2023,seguros-en-cifra-2023.xlsx,"3  Financiadora de Primas de Seguros Serfiprima, C.A",3 financiadora de primas de seguros serfiprima c a
2023,seguros-en-cifra-2023.xlsx,"4  Financiadora de Primas Finanseg, C.A.",4 financiadora de primas finanseg c a
2023,seguros-en-cifra-2023.xlsx,"5  Financiadora de Primas Inversora Segaprima, C.A.",5 financiadora de primas inversora segaprima c a
2023,seguros-en-cifra-2023.xlsx,"6  Financiadora de Primas Inversora Segucons, C.A.",6 financiadora de primas inversora segucons c a
2023,seguros-en-cifra-2023.xlsx,"7  Financiadora de Primas ISC 2004, C.A.",7 financiadora de primas isc 2004 c a
2023,seguros-en-cifra-2023.xlsx,"8  Financiadora de Primas Universal, C.A.",8 financiadora de primas universal c a
2023,seguros-en-cifra-2023.xlsx,"9  Finprica Financiadora de Primas, C.A. 1/",9 finprica financiadora de primas c a 1
2023,seguros-en-cifra-2023.xlsx,"10  Interfin Financiadora de Primas, C.A.",10 interfin financiadora de primas c a
2023,seguros-en-cifra-2023.xlsx,"11  Inversora Catatumbo Financiadora de Primas, C.A.",11 inversora catatumbo financiadora de primas c a
2023,seguros-en-cifra-2023.xlsx,"12  Inversora Previprima Financiadora de Primas, C.A.",12 inversora previprima financiadora de primas c a
2023,seguros-en-cifra-2023.xlsx,13  Inversora Primacred 13-11  C.A  Financiadora de Primas,13 inversora primacred 13 11 c a financiadora de primas
2023,seguros-en-cifra-2023.xlsx,"14  Inversora Primavil 12, Financiadora de Prima, C.A. 1/",14 inversora primavil 12 financiadora de prima c a 1
2023,seguros-en-cifra-2023.xlsx,"15  Mercantil Financiadora de Primas, C.A.",15 mercantil financiadora de primas c a
2023,seguros-en-cifra-2023.xlsx,"16 Pro Fin P.S 27 Financiadora de Primas, C.A.",16 pro fin p s 27 financiadora de primas c a
2023,seguros-en-cifra-2023.xlsx,"17  Univerprima,C.A Financiadora de Primas",17 univerprima c a financiadora de primas
2023,seguros-en-cifra-2023.xlsx,"De  las  diez  (10)  empresas  de   medicina  prepagada  operativas  en  el  mercado  asegurador venezolano, al cierre del ejercicio económico del año 2023, seis (6) suministraron información, con   ingresos   de   Cuotas   por   Operaciones   de   Contratos   de   Bs.   73.178(*)   (equivalentes   a USD. 2.051(*) a la tasa de cambio BCV promedio del mes de diciembre 2023), lo cual representa un  incremento  en  valores  nominales  de  297,90%  con  respecto  al  año  anterior  que  alcanzó Bs. 18.391(*) (equivalentes a USD. 1.253(*) a la tasa de cambio BCV promedio del mes de diciembre 2022). En devoluciones se registró un monto de Bs. 32(*) (equivalentes a USD. 0,90(*) a la tasa de cambio  BCV  promedio del  mes  diciembre  2023), lo  cual  representa un  incremento  en  valores nominales de 220% con respecto al año anterior que alcanzó Bs. 10(*) (equivalentes a USD. 0,68(*) a la tasa de cambio BCV promedio del mes de diciembre 2022).
Para el año 2023, las Reservas Técnicas alcanzaron la cantidad de Bs. 4.550(*) lo cual representó un incremento de 140,48% con respecto a las constituidas al cierre del año 2022, que se ubicaron en Bs. 1.892(*). Finalmente registraron pérdida en el ejercicio por Bs.939(*).
GRAFICO N° 15
Distribución Porcentual Ingresos Netos por Empresa Bs. 72.141 (en Miles de Bs.)
Año 2023",de las diez 10 empresas de medicina prepagada operativas en el mercado asegurador venezolano al cierre del ejercicio economico del ano 2023 seis 6 suministraron informacion con ingresos de cuotas por operaciones de contratos de bs 73 178 equivalentes a usd 2 051 a la tasa de cambio bcv promedio del mes de diciembre 2023 lo cual representa un incremento en valores nominales de 297 90 con respecto al ano anterior que alcanzo bs 18 391 equivalentes a usd 1 253 a la tasa de cambio bcv promedio del mes de diciembre 2022 en devoluciones se registro un monto de bs 32 equivalentes a usd 0 90 a la tasa de cambio bcv promedio del mes diciembre 2023 lo cual representa un incremento en valores nominales de 220 con respecto al ano anterior que alcanzo bs 10 equivalentes a usd 0 68 a la tasa de cambio bcv promedio del mes de diciembre 2022 para el ano 2023 las reservas tecnicas alcanzaron la cantidad de bs 4 550 lo cual represento un incremento de 140 48 con respecto a las constituidas al cierre del ano 2022 que se ubicaron en bs 1 892 finalmente registraron perdida en el ejercicio por bs 939 grafico n 15 distribucion porcentual ingresos netos por empresa bs 72 141 en miles de bs ano 2023
2023,seguros-en-cifra-2023.xlsx,"Novosalud Medicina Prepagada,S.A
4,91%",novosalud medicina prepagada s a 4 91
2023,seguros-en-cifra-2023.xlsx,EMPRESAS DE MEDICINA PREPAGADA,empresas de medicina prepagada
2023,seguros-en-cifra-2023.xlsx,SUPERÁVIT NO REALIZADO,superavit no realizado
2023,seguros-en-cifra-2023.xlsx,OPERACIONES DE MEDICINA PREPAGADA,operaciones de medicina prepagada
2023,seguros-en-cifra-2023.xlsx,Ingresos por Contratos,ingresos por contratos
2023,seguros-en-cifra-2023.xlsx,Servicios Prestados y Reembolsos a Cargo de Reaseguradores,servicios prestados y reembolsos a cargo de reaseguradores
2023,seguros-en-cifra-2023.xlsx,Comisiones Pagadas por Reaseguradores,comisiones pagadas por reaseguradores
2023,seguros-en-cifra-2023.xlsx,Participación en las Utilidades de Reaseguradores,participacion en las utilidades de reaseguradores
2023,seguros-en-cifra-2023.xlsx,Reservas Técnicas a Cargo de Reaseguradores,reservas tecnicas a cargo de reaseguradores
2023,seguros-en-cifra-2023.xlsx,Impuestos a Cargo de Reaseguradores,impuestos a cargo de reaseguradores
2023,seguros-en-cifra-2023.xlsx,Reservas Técnicas del Ejercicio Anterior,reservas tecnicas del ejercicio anterior
2023,seguros-en-cifra-2023.xlsx,INGRESOS POR SERVICIOS MÉDICOS ASISTENCIALES PRESTADOS A TERCEROS,ingresos por servicios medicos asistenciales prestados a terceros
2023,seguros-en-cifra-2023.xlsx,Hospitalarios Quirúrgicos,hospitalarios quirurgicos
2023,seguros-en-cifra-2023.xlsx,Hospitalarios no Quirúrgicos,hospitalarios no quirurgicos
2023,seguros-en-cifra-2023.xlsx,GESTIÓN FINANCIERA,gestion financiera
2023,seguros-en-cifra-2023.xlsx,Ingresos por Otros Servicios,ingresos por otros servicios
2023,seguros-en-cifra-2023.xlsx,RESULTADO DEL EJERCICIO: PÉRDIDA,resultado del ejercicio perdida
2023,seguros-en-cifra-2023.xlsx,CONCEPTO,concepto
2023,seguros-en-cifra-2023.xlsx,OPERACIONES DE MEDICINA PREPAGADA DIRECTA,operaciones de medicina prepagada directa
2023,seguros-en-cifra-2023.xlsx,Costos Médicos Contratos Individuales,costos medicos contratos individuales
2023,seguros-en-cifra-2023.xlsx,Costos Médicos Contratos Colectivos,costos medicos contratos colectivos
2023,seguros-en-cifra-2023.xlsx,Costos Médicos Contratos Solidarios,costos medicos contratos solidarios
2023,seguros-en-cifra-2023.xlsx,OPERACIONES DE MEDICINA PREPAGADA INDIRECTA,operaciones de medicina prepagada indirecta
2023,seguros-en-cifra-2023.xlsx,Individual,individual
2023,seguros-en-cifra-2023.xlsx,Colectivo,colectivo
2023,seguros-en-cifra-2023.xlsx,Solidario,solidario
2023,seguros-en-cifra-2023.xlsx,ANULACIONES Y DEVOLUCIONES,anulaciones y devoluciones
2023,seguros-en-cifra-2023.xlsx,Anulaciones,anulaciones
2023,seguros-en-cifra-2023.xlsx,Devoluciones,devoluciones
2023,seguros-en-cifra-2023.xlsx,CUOTAS CEDIDAS EN REASEGURO PROPORCIONAL,cuotas cedidas en reaseguro proporcional
2023,seguros-en-cifra-2023.xlsx,CUOTAS PAGADAS POR REASEGURO NO PROPORCIONAL,cuotas pagadas por reaseguro no proporcional
2023,seguros-en-cifra-2023.xlsx,COMISIONES Y GASTOS DE ADQUISICIÓN,comisiones y gastos de adquisicion
2023,seguros-en-cifra-2023.xlsx,Comisiones,comisiones
2023,seguros-en-cifra-2023.xlsx,Intereses por Comisiones y Gastos de Adquisición,intereses por comisiones y gastos de adquisicion
2023,seguros-en-cifra-2023.xlsx,RESERVAS TÉCNICAS,reservas tecnicas
2023,seguros-en-cifra-2023.xlsx,Reservas para Cuotas en Curso,reservas para cuotas en curso
2023,seguros-en-cifra-2023.xlsx,Reservas para Servicios Prestados y Reembolsos Pendientes de Pago,reservas para servicios prestados y reembolsos pendientes de pago
2023,seguros-en-cifra-2023.xlsx,Reservas para Servicios Prestados y Reembolsos no Notificados,reservas para servicios prestados y reembolsos no notificados
2023,seguros-en-cifra-2023.xlsx,Reservas de Reintegro por Experiencia Favorable,reservas de reintegro por experiencia favorable
2023,seguros-en-cifra-2023.xlsx,Reservas Técnicas del Ejercicio Anterior a Cargo de Reaseguradores,reservas tecnicas del ejercicio anterior a cargo de reaseguradores
2023,seguros-en-cifra-2023.xlsx,Operaciones por Servicios Médicos Asistenciales Prestados a Terceros,operaciones por servicios medicos asistenciales prestados a terceros
2023,seguros-en-cifra-2023.xlsx,Ajustes de Reservas de Provisión,ajustes de reservas de provision
2023,seguros-en-cifra-2023.xlsx,Ajustes de Valores y Otros Activos,ajustes de valores y otros activos
2023,seguros-en-cifra-2023.xlsx,"Asistensi Medicina Prepagada, C.A.",asistensi medicina prepagada c a
2023,seguros-en-cifra-2023.xlsx,"CliniSalud Medicina Prepagada, S.A /1",clinisalud medicina prepagada s a 1
2023,seguros-en-cifra-2023.xlsx,"Mediplus Medicina Prepagada, S.A. /1",mediplus medicina prepagada s a 1
2023,seguros-en-cifra-2023.xlsx,"Medlife Medicina Prepagada, S.A.",medlife medicina prepagada s a
2023,seguros-en-cifra-2023.xlsx,"Novosalud Medicina Prepagada, S.A.",novosalud medicina prepagada s a
2023,seguros-en-cifra-2023.xlsx,Planisalud Medicina Prepagada C.A.,planisalud medicina prepagada c a
2023,seguros-en-cifra-2023.xlsx,Privanza Medicina Prepagada S.A. /1,privanza medicina prepagada s a 1
2023,seguros-en-cifra-2023.xlsx,Rescarven Medicina Prepagada S.A,rescarven medicina prepagada s a
2023,seguros-en-cifra-2023.xlsx,"Salud Vital Medicina Prepagada, S.A /1",salud vital medicina prepagada s a 1
2023,seguros-en-cifra-2023.xlsx,"Venezolana de Protección de la Salud, S.A. (VENESALUD)",venezolana de proteccion de la salud s a venesalud
2023,seguros-en-cifra-2023.xlsx,"CliniSalud Medicina Prepagada, S.A",clinisalud medicina prepagada s a
2023,seguros-en-cifra-2023.xlsx,"Mediplus Medicina Prepagada, S.A.",mediplus medicina prepagada s a
2023,seguros-en-cifra-2023.xlsx,"Privanza Medicina Prepagada, S.A.",privanza medicina prepagada s a
2023,seguros-en-cifra-2023.xlsx,"Salud Vital Medicina Prepagada, S.A.",salud vital medicina prepagada s a
2023,seguros-en-cifra-2023.xlsx,"Venezolana de Protección de la Salud, S.A. (VENESALUD)
(1), (2), (3), (4) Y (5) Ver Notas Finales",venezolana de proteccion de la salud s a venesalud 1 2 3 4 y 5 ver notas finales
